Age,DailyRate,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition
0.4364765254673874,0.7404824990710236,-1.0104479931497248,1,-0.6578040993252731,0,0.3804643763749433,-0.06501978022716859,7,1.1561778941306913,2,2.115746913122624,1.5914420037600236,-1.5797186267016594,-0.9380510278589052,-0.43441195650011083,-2.179096295617022,-2.496965367444057,-0.17344930312085682,-0.6828894532390932,1
1.3221778476605985,-1.301136910346104,-0.1479569480984803,1,0.25623035868955896,1,-1.0212970507236474,-0.06501978022716859,6,-0.6557056155757305,1,-0.6817832815590641,-0.6283609441232215,1.1949316257354043,0.23773630001578774,-0.1761894897925689,0.15805256150517963,0.339214057313342,0.48045905153891066,-0.37308357255630803,0
-0.00637413562921808,1.4127532888061896,-0.8872349867138326,4,1.170264816704391,1,-1.0212970507236474,-0.9684851073837298,2,0.25023613927748045,2,1.3164525717849986,1.5914420037600236,-0.6548352092226382,-0.9380510278589052,-0.5635231898538818,0.15805256150517963,0.339214057313342,-1.154311835110508,-0.6828894532390932,1
-0.4492247967258236,1.459886665208286,-0.7640219802779405,1,1.170264816704391,0,0.3804643763749433,-0.9684851073837298,6,0.25023613927748045,1,-0.6817832815590641,1.5914420037600236,0.27004820825638304,-0.9380510278589052,-0.43441195650011083,0.15805256150517963,0.339214057313342,0.15350487420902692,0.2465281888092622,0
-1.113500788370732,-0.5271572557432561,-0.8872349867138326,3,-1.571838557340105,1,0.3804643763749433,-0.9684851073837298,2,-0.6557056155757305,1,2.5153940837914366,-0.6283609441232215,1.1949316257354043,0.23773630001578774,-0.6926344232076528,0.15805256150517963,0.339214057313342,-0.8273576577806243,-0.06327769187352292,0
-0.559937461999975,0.4998542090182151,-0.8872349867138326,1,1.170264816704391,1,0.3804643763749433,-0.9684851073837298,2,1.1561778941306913,2,-1.0814304522278766,-0.6283609441232215,0.27004820825638304,-0.9380510278589052,-0.43441195650011083,-0.6209970575355542,-1.0788756550653575,-0.009972214455914952,0.2465281888092622,0
2.4293045004021123,1.2911987917692038,-0.7640219802779405,3,0.25623035868955896,0,1.7822258034735339,-0.9684851073837298,2,-1.5616473704289413,1,0.5171582304473736,1.5914420037600236,-1.5797186267016594,2.5893109557651734,0.08203297691497301,0.15805256150517963,-1.0788756550653575,-0.9908347464455661,-0.6828894532390932,0
-0.7813627925482777,1.375542728488745,1.8234511548757926,1,1.170264816704391,1,0.3804643763749433,-0.9684851073837298,2,0.25023613927748045,0,-0.6817832815590641,-0.6283609441232215,-0.6548352092226382,0.23773630001578774,-1.3381905899765076,-0.6209970575355542,0.339214057313342,-0.9908347464455661,-0.6828894532390932,0
0.1043385296449333,-1.4574212636793713,1.7002381484399005,1,1.170264816704391,1,-1.0212970507236474,0.8384455469293927,4,0.25023613927748045,2,-1.0814304522278766,-0.6283609441232215,-0.6548352092226382,-0.9380510278589052,-0.1761894897925689,-0.6209970575355542,0.339214057313342,0.3169819628739688,-0.37308357255630803,0
-0.11708680090336945,1.2291811912401294,2.1930901741834687,3,0.25623035868955896,1,0.3804643763749433,-0.06501978022716859,0,0.25023613927748045,1,1.3164525717849986,-0.6283609441232215,-0.6548352092226382,1.4135236278904804,0.7275891436838278,0.15805256150517963,-1.0788756550653575,-0.009972214455914952,1.4857517115404029,0
